id,ancestor_list,origin_time,score_AVE
26097,[25052],259,4.000000
26098,[25059],259,10.500000
26099,[25059],259,3.500000
26100,[25059],259,5.000000
27001,[26076],269,5.500000
27002,[26005],269,5.500000
27003,[26005],269,5.000000
27004,[26005],269,2.000000
27005,[26025],269,2.500000
27006,[26087],269,6.500000
27007,[26014],269,4.500000
27008,[26061],269,8.500000
27009,[26061],269,6.500000
27010,[26014],269,4.000000
27011,[26061],269,3.000000
27012,[26009],269,5.000000
27013,[26088],269,5.500000
27014,[26076],269,6.500000
27015,[26028],269,3.500000
27016,[26009],269,7.500000
27017,[26076],269,5.500000
27018,[26034],269,6.000000
27019,[26087],269,5.500000
27020,[26088],269,10.000000
27021,[26076],269,5.000000
27022,[26048],269,3.500000
27023,[26009],269,13.000000
27024,[26009],269,5.500000
27025,[26088],269,0.000000
27026,[26028],269,4.500000
27027,[26005],269,3.500000
27028,[26009],269,5.500000
27029,[26028],269,7.000000
27030,[26009],269,2.000000
27031,[26076],269,5.500000
27032,[26020],269,2.000000
27033,[26088],269,3.000000
27034,[26009],269,4.500000
27035,[26020],269,7.500000
27036,[26061],269,5.500000
27037,[26009],269,4.000000
27038,[26028],269,1.500000
27039,[26088],269,6.000000
27040,[26061],269,6.500000
27041,[26025],269,6.000000
27042,[26028],269,2.000000
27043,[26020],269,1.500000
27044,[26087],269,6.500000
27045,[26061],269,6.500000
27046,[26083],269,2.500000
27047,[26061],269,5.500000
27048,[26061],269,6.500000
27049,[26088],269,1.500000
27050,[26088],269,4.000000
27051,[26061],269,3.000000
27052,[26079],269,3.500000
27053,[26076],269,4.500000
27054,[26005],269,3.500000
27055,[26028],269,2.000000
27056,[26088],269,4.500000
27057,[26088],269,12.000000
27058,[26088],269,5.000000
27059,[26028],269,4.500000
27060,[26087],269,4.000000
27061,[26005],269,6.000000
27062,[26034],269,5.500000
27063,[26028],269,3.500000
27064,[26028],269,5.500000
27065,[26005],269,3.000000
27066,[26009],269,10.500000
27067,[26061],269,3.000000
27068,[26028],269,6.000000
27069,[26039],269,1.500000
27070,[26061],269,5.500000
27071,[26088],269,9.000000
27072,[26005],269,1.000000
27073,[26009],269,5.000000
27074,[26061],269,6.000000
27075,[26028],269,5.500000
27076,[26088],269,9.000000
27077,[26039],269,3.000000
27078,[26087],269,3.500000
27079,[26061],269,6.500000
27080,[26005],269,4.000000
27081,[26088],269,10.000000
27082,[26028],269,4.500000
27083,[26009],269,6.000000
27084,[26028],269,1.500000
27085,[26034],269,3.000000
27086,[26087],269,5.000000
27087,[26028],269,2.500000
27088,[26076],269,5.000000
27089,[26061],269,6.500000
27090,[26034],269,8.000000
27091,[26079],269,2.500000
27092,[26061],269,7.000000
27093,[26061],269,10.500000
27094,[26088],269,2.000000
27095,[26028],269,4.000000
27096,[26061],269,4.000000
27097,[26005],269,2.500000
27098,[26028],269,8.000000
27099,[26088],269,9.000000
27100,[26009],269,3.500000
28001,[27089],279,5.000000
28002,[27036],279,7.000000
28003,[27036],279,5.000000
28004,[27036],279,5.000000
28005,[27041],279,6.000000
28006,[27089],279,7.500000
28007,[27100],279,0.000000
28008,[27066],279,6.500000
28009,[27036],279,0.000000
28010,[27100],279,7.000000
28011,[27100],279,7.500000
28012,[27093],279,3.000000
28013,[27036],279,4.500000
28014,[27015],279,7.500000
28015,[27062],279,4.500000
28016,[27100],279,11.000000
28017,[27099],279,6.000000
28018,[27098],279,3.500000
28019,[27066],279,4.000000
28020,[27024],279,7.000000
28021,[27036],279,5.500000
28022,[27039],279,3.000000
28023,[27039],279,3.000000
28024,[27089],279,7.000000
28025,[27024],279,3.500000
28026,[27089],279,2.500000
28027,[27039],279,4.500000
28028,[27083],279,5.500000
28029,[27075],279,0.000000
28030,[27036],279,6.000000
28031,[27062],279,6.000000
28032,[27075],279,6.000000
28033,[27100],279,7.000000
28034,[27024],279,7.000000
28035,[27074],279,4.500000
28036,[27062],279,5.000000
28037,[27100],279,7.000000
28038,[27075],279,5.000000
28039,[27100],279,2.500000
28040,[27041],279,3.000000
28041,[27039],279,3.500000
28042,[27036],279,5.500000
28043,[27099],279,2.500000
28044,[27039],279,3.000000
28045,[27024],279,2.000000
28046,[27089],279,4.000000
28047,[27100],279,5.500000
28048,[27089],279,5.000000
28049,[27024],279,9.500000
28050,[27093],279,9.000000
28051,[27086],279,5.500000
28052,[27036],279,6.000000
28053,[27099],279,9.500000
28054,[27015],279,3.000000
28055,[27100],279,6.000000
28056,[27036],279,5.500000
28057,[27036],279,7.500000
28058,[27036],279,4.000000
28059,[27036],279,6.500000
28060,[27039],279,5.000000
28061,[27036],279,6.500000
28062,[27050],279,6.500000
28063,[27039],279,3.500000
28064,[27089],279,5.500000
28065,[27062],279,7.500000
28066,[27089],279,5.000000
28067,[27024],279,9.500000
28068,[27021],279,7.500000
28069,[27099],279,5.500000
28070,[27100],279,7.000000
28071,[27066],279,8.000000
28072,[27100],279,16.000000
28073,[27036],279,5.000000
28074,[27024],279,4.000000
28075,[27100],279,5.500000
28076,[27083],279,4.000000
28077,[27099],279,5.000000
28078,[27089],279,5.000000
28079,[27066],279,5.000000
28080,[27021],279,7.000000
28081,[27039],279,4.000000
28082,[27036],279,5.000000
28083,[27015],279,4.500000
28084,[27024],279,3.500000
28085,[27089],279,5.000000
28086,[27075],279,7.500000
28087,[27024],279,5.500000
28088,[27100],279,11.000000
28089,[27021],279,6.500000
28090,[27093],279,9.000000
28091,[27039],279,7.000000
28092,[27075],279,6.000000
28093,[27021],279,4.000000
28094,[27062],279,11.000000
28095,[27098],279,4.500000
28096,[27089],279,5.500000
28097,[27100],279,3.000000
28098,[27086],279,7.000000
28099,[27075],279,4.500000
28100,[27021],279,5.500000
29001,[28042],289,4.500000
29002,[28021],289,6.000000
29003,[28042],289,7.500000
29004,[28021],289,6.500000
29005,[28042],289,7.000000
29006,[28091],289,11.500000
29007,[28033],289,3.000000
29008,[28061],289,8.000000
29009,[28042],289,6.500000
29010,[28042],289,5.000000
29011,[28072],289,7.000000
29012,[28042],289,7.000000
29013,[28057],289,7.000000
29014,[28061],289,5.500000
29015,[28042],289,4.000000
29016,[28088],289,6.000000
29017,[28025],289,9.000000
29018,[28025],289,4.000000
29019,[28049],289,11.500000
29020,[28091],289,7.500000
29021,[28021],289,6.500000
29022,[28025],289,8.000000
29023,[28042],289,7.500000
29024,[28025],289,9.500000
29025,[28049],289,8.000000
29026,[28099],289,2.500000
29027,[28061],289,5.000000
29028,[28025],289,5.500000
29029,[28033],289,9.000000
29030,[28042],289,4.500000
29031,[28021],289,6.500000
29032,[28025],289,12.500000
29033,[28072],289,13.500000
29034,[28021],289,4.000000
29035,[28021],289,7.500000
29036,[28049],289,8.000000
29037,[28021],289,4.500000
29038,[28042],289,6.500000
29039,[28038],289,9.500000
29040,[28091],289,6.000000
29041,[28025],289,10.500000
29042,[28042],289,5.000000
29043,[28025],289,6.500000
29044,[28054],289,5.000000
29045,[28042],289,7.500000
29046,[28061],289,5.500000
29047,[28066],289,4.000000
29048,[28082],289,6.500000
29049,[28091],289,8.500000
29050,[28099],289,8.500000
29051,[28057],289,1.000000
29052,[28088],289,0.500000
29053,[28025],289,10.000000
29054,[28054],289,8.000000
29055,[28021],289,6.500000
29056,[28021],289,4.000000
29057,[28066],289,6.000000
29058,[28080],289,7.500000
29059,[28021],289,6.000000
29060,[28082],289,4.000000
29061,[28049],289,10.500000
29062,[28061],289,3.000000
29063,[28033],289,10.500000
29064,[28061],289,5.000000
29065,[28054],289,9.500000
29066,[28091],289,2.500000
29067,[28025],289,6.000000
29068,[28021],289,6.000000
29069,[28091],289,12.500000
29070,[28033],289,6.000000
29071,[28025],289,3.500000
29072,[28038],289,4.500000
29073,[28061],289,4.500000
29074,[28021],289,6.000000
29075,[28021],289,7.000000
29076,[28082],289,5.000000
29077,[28042],289,5.500000
29078,[28042],289,7.500000
29079,[28091],289,10.000000
29080,[28025],289,5.500000
29081,[28061],289,6.500000
29082,[28033],289,0.500000
29083,[28072],289,5.000000
29084,[28072],289,7.500000
29085,[28091],289,8.000000
29086,[28033],289,0.500000
29087,[28042],289,5.500000
29088,[28057],289,5.500000
29089,[28042],289,6.000000
29090,[28038],289,13.000000
29091,[28066],289,8.500000
29092,[28082],289,6.500000
29093,[28049],289,9.500000
29094,[28099],289,6.500000
29095,[28066],289,5.000000
29096,[28091],289,4.500000
29097,[28057],289,4.500000
29098,[28049],289,5.000000
29099,[28072],289,5.000000
29100,[28025],289,14.500000
30001,[29002],299,8.000000
30002,[29075],299,7.000000
30003,[29075],299,4.500000
30004,[29063],299,3.000000
30005,[29039],299,4.000000
30006,[29002],299,5.500000
30007,[29092],299,9.000000
30008,[29037],299,5.000000
30009,[29049],299,8.000000
30010,[29075],299,5.500000
30011,[29037],299,4.500000
30012,[29002],299,6.500000
30013,[29039],299,12.500000
30014,[29063],299,7.500000
30015,[29063],299,4.000000
30016,[29037],299,5.500000
30017,[29075],299,7.000000
30018,[29002],299,5.500000
30019,[29075],299,7.000000
30020,[29075],299,3.500000
30021,[29002],299,10.500000
30022,[29049],299,3.000000
30023,[29063],299,1.500000
30024,[29039],299,9.000000
30025,[29063],299,4.000000
30026,[29075],299,6.000000
30027,[29032],299,14.000000
30028,[29039],299,7.500000
30029,[29063],299,6.500000
30030,[29063],299,5.000000
30031,[29038],299,11.000000
30032,[29063],299,7.500000
30033,[29075],299,10.500000
30034,[29063],299,4.000000
30035,[29037],299,2.000000
30036,[29032],299,5.000000
30037,[29032],299,6.000000
30038,[29002],299,5.500000
30039,[29039],299,3.500000
30040,[29037],299,7.000000
30041,[29037],299,5.000000
30042,[29063],299,9.500000
30043,[29032],299,6.000000
30044,[29038],299,10.000000
30045,[29063],299,4.500000
30046,[29075],299,6.000000
30047,[29033],299,2.000000
30048,[29039],299,6.500000
30049,[29085],299,5.000000
30050,[29002],299,6.000000
30051,[29075],299,8.000000
30052,[29063],299,5.500000
30053,[29049],299,6.000000
30054,[29063],299,7.000000
30055,[29038],299,3.000000
30056,[29063],299,3.500000
30057,[29002],299,3.000000
30058,[29039],299,3.500000
30059,[29049],299,5.500000
30060,[29037],299,6.500000
30061,[29075],299,3.500000
30062,[29039],299,5.500000
30063,[29037],299,4.000000
30064,[29063],299,8.000000
30065,[29063],299,7.000000
30066,[29063],299,5.500000
30067,[29002],299,7.000000
30068,[29002],299,5.000000
30069,[29063],299,12.000000
30070,[29063],299,4.500000
30071,[29039],299,10.500000
30072,[29049],299,8.500000
30073,[29049],299,4.500000
30074,[29063],299,6.500000
30075,[29063],299,3.500000
30076,[29002],299,3.000000
30077,[29039],299,14.000000
30078,[29063],299,6.500000
30079,[29063],299,8.000000
30080,[29075],299,5.000000
30081,[29039],299,13.000000
30082,[29063],299,7.500000
30083,[29039],299,7.500000
30084,[29002],299,5.500000
30085,[29039],299,5.500000
30086,[29075],299,5.500000
30087,[29032],299,4.500000
30088,[29037],299,4.000000
30089,[29075],299,6.000000
30090,[29037],299,1.000000
30091,[29063],299,8.500000
30092,[29002],299,7.000000
30093,[29002],299,5.500000
30094,[29075],299,8.000000
30095,[29063],299,4.500000
30096,[29063],299,10.500000
30097,[29002],299,4.500000
30098,[29075],299,4.500000
30099,[29063],299,4.500000
30100,[29049],299,7.000000
31001,[30005],309,3.500000
31002,[30033],309,3.000000
31003,[30019],309,6.000000
31004,[30019],309,5.000000
31005,[30061],309,4.000000
31006,[30056],309,3.000000
31007,[30013],309,4.500000
31008,[30056],309,1.500000
31009,[30001],309,7.000000
31010,[30001],309,6.000000
31011,[30033],309,8.500000
31012,[30019],309,6.000000
31013,[30030],309,9.000000
31014,[30097],309,4.000000
31015,[30096],309,1.500000
31016,[30096],309,7.500000
31017,[30056],309,3.500000
31018,[30005],309,7.500000
31019,[30005],309,3.000000
31020,[30096],309,14.500000
31021,[30056],309,3.000000
31022,[30056],309,4.000000
31023,[30033],309,5.500000
31024,[30005],309,3.000000
31025,[30030],309,6.500000
31026,[30030],309,3.500000
31027,[30019],309,4.000000
31028,[30030],309,5.000000
31029,[30013],309,4.000000
31030,[30005],309,4.000000
31031,[30033],309,6.000000
31032,[30013],309,5.500000
31033,[30097],309,7.000000
31034,[30096],309,3.000000
31035,[30005],309,6.000000
31036,[30001],309,8.500000
31037,[30033],309,6.000000
31038,[30001],309,4.500000
31039,[30097],309,4.500000
31040,[30056],309,8.500000
31041,[30096],309,11.000000
31042,[30019],309,6.500000
31043,[30019],309,6.500000
31044,[30033],309,7.500000
31045,[30096],309,3.500000
31046,[30056],309,2.500000
31047,[30082],309,7.000000
31048,[30061],309,5.500000
31049,[30056],309,6.000000
31050,[30056],309,4.000000
31051,[30005],309,6.500000
31052,[30019],309,6.500000
31053,[30097],309,9.500000
31054,[30056],309,3.500000
31055,[30056],309,11.000000
31056,[30082],309,1.500000
31057,[30056],309,9.500000
31058,[30061],309,6.500000
31059,[30001],309,7.500000
31060,[30019],309,7.000000
31061,[30019],309,2.000000
31062,[30013],309,1.000000
31063,[30001],309,3.000000
31064,[30019],309,7.500000
31065,[30019],309,5.500000
31066,[30056],309,4.500000
31067,[30019],309,3.500000
31068,[30056],309,10.000000
31069,[30013],309,4.500000
31070,[30056],309,1.500000
31071,[30019],309,5.500000
31072,[30013],309,6.500000
31073,[30096],309,3.500000
31074,[30033],309,6.500000
31075,[30061],309,4.000000
31076,[30013],309,16.000000
31077,[30096],309,12.500000
31078,[30056],309,1.000000
31079,[30013],309,0.500000
31080,[30082],309,6.000000
31081,[30056],309,6.000000
31082,[30061],309,1.000000
31083,[30056],309,12.000000
31084,[30096],309,2.000000
31085,[30033],309,5.500000
31086,[30068],309,7.500000
31087,[30032],309,9.000000
31088,[30096],309,11.500000
31089,[30096],309,5.500000
31090,[30001],309,5.000000
31091,[30061],309,6.500000
31092,[30096],309,3.000000
31093,[30061],309,4.500000
31094,[30056],309,6.500000
31095,[30096],309,1.500000
31096,[30056],309,5.000000
31097,[30001],309,4.500000
31098,[30056],309,5.500000
31099,[30056],309,7.000000
31100,[30082],309,0.500000
32001,[31089],319,4.000000
32002,[31090],319,7.000000
32003,[31090],319,10.000000
32004,[31018],319,8.000000
32005,[31090],319,4.500000
32006,[31032],319,9.500000
32007,[31059],319,4.500000
32008,[31089],319,14.000000
32009,[31059],319,7.500000
32010,[31089],319,7.500000
32011,[31016],319,6.500000
32012,[31089],319,6.500000
32013,[31089],319,3.500000
32014,[31036],319,5.000000
32015,[31032],319,4.000000
32016,[31016],319,8.000000
32017,[31029],319,11.000000
32018,[31029],319,11.500000
32019,[31019],319,5.000000
32020,[31033],319,6.500000
32021,[31089],319,1.500000
32022,[31059],319,6.500000
32023,[31089],319,6.500000
32024,[31016],319,7.000000
32025,[31020],319,9.000000
32026,[31002],319,6.500000
32027,[31016],319,7.500000
32028,[31020],319,6.000000
32029,[31002],319,10.000000
32030,[31002],319,8.000000
32031,[31089],319,5.000000
32032,[31032],319,4.500000
32033,[31018],319,6.000000
32034,[31065],319,5.000000
32035,[31032],319,5.000000
32036,[31032],319,5.500000
32037,[31090],319,5.500000
32038,[31032],319,6.500000
32039,[31018],319,6.000000
32040,[31036],319,5.000000
32041,[31089],319,6.500000
32042,[31089],319,8.000000
32043,[31032],319,3.000000
32044,[31090],319,5.500000
32045,[31036],319,7.500000
32046,[31016],319,10.500000
32047,[31036],319,4.500000
32048,[31036],319,5.500000
32049,[31090],319,7.000000
32050,[31032],319,5.500000
32051,[31016],319,6.500000
32052,[31089],319,16.000000
32053,[31089],319,12.000000
32054,[31033],319,6.000000
32055,[31089],319,4.500000
32056,[31016],319,5.500000
32057,[31032],319,9.500000
32058,[31089],319,9.000000
32059,[31002],319,7.000000
32060,[31016],319,9.000000
32061,[31059],319,6.500000
32062,[31036],319,6.000000
32063,[31065],319,4.500000
32064,[31089],319,8.500000
32065,[31090],319,9.500000
32066,[31090],319,7.500000
32067,[31036],319,7.500000
32068,[31089],319,9.500000
32069,[31090],319,5.000000
32070,[31018],319,3.000000
32071,[31036],319,6.500000
32072,[31089],319,3.000000
32073,[31010],319,9.000000
32074,[31036],319,4.000000
32075,[31019],319,9.000000
32076,[31089],319,2.000000
32077,[31002],319,6.500000
32078,[31002],319,5.500000
32079,[31029],319,5.000000
32080,[31016],319,11.500000
32081,[31089],319,1.500000
32082,[31089],319,5.000000
32083,[31032],319,6.000000
32084,[31036],319,6.500000
32085,[31090],319,3.500000
32086,[31002],319,6.500000
32087,[31016],319,5.500000
32088,[31036],319,6.500000
32089,[31036],319,7.500000
32090,[31089],319,7.000000
32091,[31036],319,5.000000
32092,[31016],319,9.500000
32093,[31029],319,3.000000
32094,[31020],319,5.500000
32095,[31036],319,7.000000
32096,[31089],319,6.000000
32097,[31065],319,7.000000
32098,[31089],319,4.500000
32099,[31089],319,7.500000
32100,[31016],319,3.000000
33001,[32053],329,8.500000
33002,[32060],329,3.500000
33003,[32053],329,3.000000
33004,[32030],329,6.000000
33005,[32053],329,6.500000
33006,[32060],329,5.000000
33007,[32028],329,3.000000
33008,[32030],329,8.000000
33009,[32030],329,5.500000
33010,[32030],329,9.000000
33011,[32036],329,4.000000
33012,[32082],329,8.500000
33013,[32053],329,7.500000
33014,[32060],329,5.000000
33015,[32026],329,7.500000
33016,[32060],329,3.000000
33017,[32079],329,4.000000
33018,[32060],329,6.000000
33019,[32028],329,5.500000
33020,[32064],329,3.000000
33021,[32064],329,0.000000
33022,[32060],329,5.500000
33023,[32079],329,2.000000
33024,[32030],329,5.000000
33025,[32082],329,6.000000
33026,[32049],329,6.500000
33027,[32028],329,9.500000
33028,[32036],329,12.000000
33029,[32082],329,1.000000
33030,[32026],329,5.000000
33031,[32086],329,5.500000
33032,[32028],329,5.000000
33033,[32030],329,4.500000
33034,[32030],329,5.500000
33035,[32053],329,1.500000
33036,[32079],329,6.500000
33037,[32026],329,10.000000
33038,[32036],329,2.000000
33039,[32026],329,7.000000
33040,[32079],329,5.000000
33041,[32060],329,7.000000
33042,[32053],329,6.500000
33043,[32028],329,2.500000
33044,[32053],329,6.500000
33045,[32030],329,4.000000
33046,[32030],329,3.500000
33047,[32079],329,7.000000
33048,[32091],329,3.500000
33049,[32030],329,6.000000
33050,[32079],329,5.000000
33051,[32030],329,4.000000
33052,[32086],329,8.000000
33053,[32060],329,6.500000
33054,[32036],329,3.000000
33055,[32030],329,7.500000
33056,[32064],329,1.000000
33057,[32026],329,6.500000
33058,[32082],329,2.000000
33059,[32030],329,10.500000
33060,[32064],329,5.000000
33061,[32053],329,3.000000
33062,[32091],329,8.000000
33063,[32043],329,4.000000
33064,[32079],329,3.000000
33065,[32036],329,7.500000
33066,[32053],329,6.000000
33067,[32091],329,7.000000
33068,[32030],329,0.000000
33069,[32030],329,5.500000
33070,[32053],329,2.500000
33071,[32030],329,6.000000
33072,[32079],329,0.500000
33073,[32060],329,3.000000
33074,[32064],329,2.500000
33075,[32086],329,4.500000
33076,[32086],329,7.000000
33077,[32053],329,5.000000
33078,[32053],329,6.000000
33079,[32079],329,2.000000
33080,[32053],329,4.500000
33081,[32086],329,5.500000
33082,[32053],329,6.500000
33083,[32079],329,7.500000
33084,[32053],329,4.000000
33085,[32028],329,6.500000
33086,[32060],329,3.500000
33087,[32060],329,6.000000
33088,[32053],329,3.000000
33089,[32079],329,6.500000
33090,[32060],329,2.500000
33091,[32030],329,4.000000
33092,[32053],329,3.500000
33093,[32036],329,3.500000
33094,[32030],329,5.000000
33095,[32053],329,5.000000
33096,[32009],329,3.500000
33097,[32026],329,7.500000
33098,[32053],329,4.000000
33099,[32053],329,2.500000
33100,[32086],329,6.000000
34001,[33080],339,9.500000
34002,[33080],339,14.000000
34003,[33054],339,7.500000
34004,[33074],339,3.500000
34005,[33080],339,5.000000
34006,[33012],339,9.500000
34007,[33012],339,8.000000
34008,[33012],339,8.000000
34009,[33012],339,2.000000
34010,[33008],339,6.000000
34011,[33054],339,1.500000
34012,[33080],339,7.000000
34013,[33012],339,10.500000
34014,[33012],339,3.500000
34015,[33071],339,6.000000
34016,[33039],339,3.500000
34017,[33080],339,9.500000
34018,[33037],339,5.000000
34019,[33012],339,4.000000
34020,[33054],339,8.500000
34021,[33080],339,9.000000
34022,[33002],339,3.000000
34023,[33039],339,5.500000
34024,[33012],339,3.500000
34025,[33074],339,4.500000
34026,[33059],339,7.500000
34027,[33059],339,6.500000
34028,[33008],339,7.500000
34029,[33059],339,5.000000
34030,[33039],339,5.000000
34031,[33039],339,9.000000
34032,[33059],339,5.500000
34033,[33037],339,4.000000
34034,[33042],339,7.500000
34035,[33069],339,5.000000
34036,[33039],339,6.000000
34037,[33012],339,8.500000
34038,[33059],339,8.000000
34039,[33054],339,9.500000
34040,[33080],339,3.500000
34041,[33059],339,5.500000
34042,[33054],339,7.000000
34043,[33037],339,8.500000
34044,[33080],339,8.000000
34045,[33008],339,4.000000
34046,[33002],339,8.500000
34047,[33037],339,6.500000
34048,[33054],339,4.000000
34049,[33002],339,3.500000
34050,[33079],339,2.500000
34051,[33012],339,8.500000
34052,[33071],339,6.000000
34053,[33071],339,8.500000
34054,[33012],339,9.000000
34055,[33012],339,4.000000
34056,[33042],339,5.000000
34057,[33042],339,11.500000
34058,[33080],339,7.500000
34059,[33037],339,0.500000
34060,[33059],339,6.500000
34061,[33012],339,6.000000
34062,[33074],339,5.000000
34063,[33080],339,6.000000
34064,[33080],339,6.500000
34065,[33074],339,8.000000
34066,[33059],339,4.500000
34067,[33039],339,10.500000
34068,[33080],339,3.000000
34069,[33008],339,4.500000
34070,[33037],339,5.500000
34071,[33012],339,9.000000
34072,[33039],339,6.500000
34073,[33059],339,8.000000
34074,[33074],339,6.500000
34075,[33054],339,7.000000
34076,[33054],339,7.500000
34077,[33054],339,3.500000
34078,[33007],339,2.000000
34079,[33008],339,5.000000
34080,[33054],339,8.000000
34081,[33059],339,9.000000
34082,[33059],339,4.000000
34083,[33074],339,6.000000
34084,[33041],339,3.000000
34085,[33059],339,4.000000
34086,[33080],339,5.500000
34087,[33059],339,6.500000
34088,[33039],339,4.500000
34089,[33080],339,2.500000
34090,[33012],339,0.000000
34091,[33080],339,6.000000
34092,[33054],339,2.000000
34093,[33054],339,5.500000
34094,[33008],339,5.500000
34095,[33054],339,5.000000
34096,[33059],339,4.500000
34097,[33059],339,6.000000
34098,[33080],339,8.000000
34099,[33059],339,5.500000
34100,[33059],339,5.500000
35001,[34099],349,8.500000
35002,[34004],349,5.500000
35003,[34021],349,7.000000
35004,[34095],349,4.000000
35005,[34027],349,5.500000
35006,[34021],349,1.500000
35007,[34027],349,6.500000
35008,[34020],349,7.000000
35009,[34058],349,10.500000
35010,[34046],349,2.500000
35011,[34043],349,5.000000
35012,[34021],349,4.000000
35013,[34021],349,4.500000
35014,[34021],349,2.500000
35015,[34095],349,8.500000
35016,[34020],349,9.500000
35017,[34099],349,7.500000
35018,[34021],349,4.500000
35019,[34023],349,7.000000
35020,[34021],349,6.000000
35021,[34020],349,9.500000
35022,[34021],349,7.000000
35023,[34023],349,3.500000
35024,[34021],349,2.500000
35025,[34020],349,4.000000
35026,[34041],349,4.000000
35027,[34021],349,8.500000
35028,[34021],349,3.000000
35029,[34020],349,5.000000
35030,[34020],349,3.000000
35031,[34041],349,2.000000
35032,[34095],349,6.000000
35033,[34095],349,9.000000
35034,[34023],349,4.500000
35035,[34098],349,9.000000
35036,[34058],349,4.000000
35037,[34023],349,7.000000
35038,[34023],349,10.500000
35039,[34069],349,6.500000
35040,[34048],349,7.000000
35041,[34046],349,11.500000
35042,[34020],349,10.500000
35043,[34058],349,6.000000
35044,[34058],349,6.500000
35045,[34027],349,6.000000
35046,[34095],349,5.500000
35047,[34004],349,7.500000
35048,[34098],349,4.500000
35049,[34041],349,5.000000
35050,[34043],349,8.000000
35051,[34004],349,1.500000
35052,[34058],349,6.000000
35053,[34019],349,5.000000
35054,[34020],349,9.500000
35055,[34020],349,6.500000
35056,[34004],349,4.500000
35057,[34023],349,6.500000
35058,[34020],349,3.500000
35059,[34023],349,5.500000
35060,[34095],349,4.500000
35061,[34058],349,4.500000
35062,[34020],349,7.000000
35063,[34043],349,6.500000
35064,[34043],349,6.000000
35065,[34023],349,5.500000
35066,[34058],349,11.500000
35067,[34069],349,6.000000
35068,[34099],349,7.000000
35069,[34020],349,4.000000
35070,[34043],349,6.000000
35071,[34073],349,5.000000
35072,[34043],349,1.500000
35073,[34020],349,8.500000
35074,[34098],349,6.500000
35075,[34023],349,5.000000
35076,[34021],349,5.000000
35077,[34004],349,3.500000
35078,[34023],349,6.000000
35079,[34043],349,3.500000
35080,[34004],349,6.500000
35081,[34021],349,0.000000
35082,[34020],349,2.000000
35083,[34023],349,6.000000
35084,[34021],349,8.000000
35085,[34043],349,6.000000
35086,[34004],349,4.500000
35087,[34004],349,11.500000
35088,[34023],349,4.000000
35089,[34043],349,5.000000
35090,[34004],349,5.500000
35091,[34021],349,10.000000
35092,[34020],349,2.000000
35093,[34023],349,5.500000
35094,[34023],349,5.000000
35095,[34058],349,4.000000
35096,[34058],349,4.500000
35097,[34023],349,5.000000
35098,[34046],349,8.000000
35099,[34099],349,3.500000
35100,[34021],349,7.500000
36001,[35025],359,2.500000
36002,[35048],359,9.000000
36003,[35033],359,11.000000
36004,[35065],359,7.500000
36005,[35048],359,1.000000
36006,[35048],359,1.000000
36007,[35033],359,8.500000
36008,[35048],359,5.500000
36009,[35048],359,5.500000
36010,[35048],359,8.000000
36011,[35048],359,7.500000
36012,[35063],359,4.500000
36013,[35065],359,6.500000
36014,[35039],359,6.500000
36015,[35048],359,4.000000
36016,[35065],359,10.500000
36017,[35048],359,5.500000
36018,[35063],359,6.000000
36019,[35046],359,14.500000
36020,[35071],359,5.500000
36021,[35048],359,3.500000
36022,[35048],359,8.500000
36023,[35090],359,7.500000
36024,[35025],359,5.000000
36025,[35065],359,2.000000
36026,[35017],359,5.500000
36027,[35048],359,9.000000
36028,[35048],359,6.500000
36029,[35048],359,15.000000
36030,[35039],359,1.500000
36031,[35063],359,7.500000
36032,[35076],359,4.000000
36033,[35046],359,5.500000
36034,[35019],359,6.500000
36035,[35017],359,5.500000
36036,[35065],359,8.000000
36037,[35048],359,8.000000
36038,[35066],359,6.000000
36039,[35048],359,1.500000
36040,[35039],359,5.500000
36041,[35071],359,8.000000
36042,[35063],359,6.500000
36043,[35063],359,0.000000
36044,[35063],359,11.000000
36045,[35033],359,8.500000
36046,[35065],359,4.500000
36047,[35048],359,7.000000
36048,[35048],359,2.000000
36049,[35033],359,2.000000
36050,[35033],359,7.000000
36051,[35033],359,0.500000
36052,[35019],359,8.500000
36053,[35065],359,8.000000
36054,[35065],359,4.000000
36055,[35048],359,5.000000
36056,[35063],359,5.500000
36057,[35048],359,1.500000
36058,[35076],359,4.500000
36059,[35048],359,6.000000
36060,[35065],359,6.500000
36061,[35071],359,7.000000
36062,[35048],359,4.500000
36063,[35048],359,9.500000
36064,[35033],359,5.000000
36065,[35076],359,6.500000
36066,[35025],359,3.000000
36067,[35065],359,9.500000
36068,[35013],359,2.500000
36069,[35048],359,5.000000
36070,[35048],359,4.000000
36071,[35063],359,2.500000
36072,[35090],359,4.000000
36073,[35025],359,0.000000
36074,[35033],359,4.000000
36075,[35065],359,6.500000
36076,[35033],359,5.000000
36077,[35063],359,6.000000
36078,[35048],359,1.000000
36079,[35025],359,2.500000
36080,[35065],359,5.000000
36081,[35076],359,11.500000
36082,[35033],359,4.500000
36083,[35019],359,6.000000
36084,[35013],359,1.500000
36085,[35048],359,10.500000
36086,[35076],359,9.500000
36087,[35019],359,6.500000
36088,[35066],359,7.000000
36089,[35065],359,6.500000
36090,[35046],359,7.500000
36091,[35048],359,7.000000
36092,[35025],359,5.500000
36093,[35048],359,4.000000
36094,[35048],359,6.500000
