update,ID,Simple_numOffspring,alive,ancestors_AVE,ancestors_LIST,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST
370,37001,2,1,36050.802817,"36058,36025,36011,36073,36035,36072,36049,36044,36081,36007,36034,36023,36060,36097,36070,36099,36020,36003,36082,36057,36094,36014,36051,36088,36009,36047,36098,36026,36063,36064,36027,36056,36046,36043,36079,36005,36042,36096,36013,36092,36050,36069,36091,36029,36006,36085,36068,36045,36076,36053,36016,36038,36080,36001,36041,36078,36024,36004,36074,36022,36052,36077,36067,36030,36036,36066,36100,36062,36065,36039,36010",1.500000,"1,2",0,0,0,25,0,7.000000,"9,5",0.000000,"0,0",0.000000,"0,0",11.500000,"10,13",0.000000,"0,0",5144,11.000000,3.000000,"4,2",11.000000,"12.000000,10.000000",7.500000,"7,8",369,0.000000,"0,0"
370,37002,1,1,36050.802817,"36066,36025,36067,36074,36092,36013,36050,36043,36080,36001,36038,36035,36072,36041,36078,36064,36052,36070,36049,36005,36039,36062,36096,36011,36044,36081,36007,36077,36009,36088,36026,36053,36016,36034,36014,36073,36036,36060,36023,36097,36079,36042,36006,36085,36068,36051,36091,36056,36022,36029,36045,36076,36069,36063,36099,36020,36057,36094,36003,36082,36047,36010,36027,36058,36024,36098,36004,36065,36100,36030,36046",1.500000,"2,1",1,0,0,27,0,0.000000,"0,0",4.500000,"3,6",7.500000,"8,7",0.000000,"0,0",0.000000,"0,0",5400,6.500000,0.000000,"0,0",6.500000,"7.000000,6.000000",5.500000,"4,7",369,0.000000,"0,0"
370,37003,3,1,36051.385714,"36004,36074,36014,36076,36069,36052,36034,36044,36007,36081,36091,36005,36042,36079,36096,36064,36027,36041,36078,36092,36013,36067,36029,36066,36049,36098,36050,36072,36035,36038,36001,36080,36085,36006,36068,36043,36016,36053,36051,36063,36026,36088,36009,36047,36045,36082,36003,36077,36023,36060,36097,36036,36056,36070,36094,36057,36020,36099,36065,36030,36100,36058,36039,36011,36024,36025,36062,36046,36022,36073",0.500000,"0,1",2,0,0,21,0,0.500000,"0,1",5.500000,"3,8",0.000000,"0,0",0.000000,"0,0",7.000000,"3,11",5581,8.000000,1.000000,"1,1",8.000000,"3.000000,13.000000",5.000000,"3,7",369,0.000000,"0,0"
370,37100,1,1,36051.173913,"36004,36053,36016,36082,36003,36045,36079,36042,36068,36085,36006,36041,36078,36029,36097,36060,36091,36077,36024,36058,36057,36074,36039,36096,36022,36100,36065,36088,36009,36014,36046,36062,36025,36030,36067,36052,36034,36069,36047,36098,36038,36001,36080,36043,36027,36064,36044,36081,36007,36056,36050,36013,36092,36020,36099,36072,36035,36070,36049,36076,36094,36005,36051,36023,36036,36026,36063,36073,36011",2.000000,"3,1",0,1,0,32,0,3.000000,"6,0",0.000000,"0,0",0.000000,"0,0",0.500000,"1,0",0.500000,"0,1",5027,3.000000,48.500000,"1,96",3.000000,"5.000000,1.000000",1.000000,"2,0",369,0.000000,"0,0"
370,37005,5,1,36051.250000,"36078,36004,36041,36047,36029,36057,36094,36096,36013,36092,36068,36069,36039,36036,36073,36011,36062,36005,36079,36065,36045,36082,36003,36030,36064,36027,36023,36060,36097,36043,36080,36001,36100,36026,36077,36038,36051,36076,36020,36099,36056,36049,36091,36070,36053,36016,36067,36085,36006,36088,36009,36042,36050,36098,36081,36044,36007,36072,36035,36052,36074,36024,36022,36063,36034,36025,36014,36058",1.000000,"1,1",0,0,0,24,0,0.000000,"0,0",3.500000,"5,2",0.500000,"0,1",0.000000,"0,0",8.500000,"10,7",4698,7.000000,1.000000,"0,2",7.000000,"8.000000,6.000000",5.500000,"7,4",369,0.000000,"0,0"
370,37006,4,1,36050.700000,"36010,36036,36073,36094,36057,36039,36076,36009,36088,36051,36011,36085,36006,36052,36069,36003,36082,36045,36092,36013,36024,36060,36023,36097,36074,36022,36079,36042,36065,36030,36047,36007,36081,36100,36049,36053,36016,36050,36005,36056,36063,36098,36067,36044,36062,36020,36099,36068,36078,36041,36004,36035,36072,36064,36027,36070,36038,36029,36001,36080,36043,36077,36091,36066,36025,36046,36096,36026,36014,36034",1.000000,"1,1",0,0,0,27,0,9.500000,"9,10",0.000000,"0,0",0.000000,"0,0",14.500000,"13,16",0.000000,"0,0",4959,11.500000,0.000000,"0,0",11.500000,"7.000000,16.000000",12.500000,"15,10",369,0.000000,"0,0"
370,37007,2,1,36051.279412,"36023,36063,36004,36068,36079,36042,36098,36096,36099,36020,36025,36062,36100,36065,36014,36070,36057,36060,36097,36066,36029,36078,36069,36077,36091,36043,36006,36085,36082,36003,36045,36049,36010,36047,36073,36056,36076,36039,36016,36053,36034,36027,36064,36050,36092,36013,36088,36009,36067,36072,36035,36038,36080,36001,36052,36011,36044,36007,36081,36041,36046,36030,36026,36051,36058,36036,36005,36094",1.000000,"1,1",0,0,0,26,0,0.000000,"0,0",6.500000,"5,8",8.500000,"10,7",0.000000,"0,0",0.000000,"0,0",5162,7.000000,0.000000,"0,0",7.000000,"6.000000,8.000000",8.000000,"9,7",369,0.000000,"0,0"
370,37008,1,1,36050.865672,"36058,36046,36024,36098,36068,36060,36097,36023,36038,36052,36067,36049,36082,36003,36092,36013,36044,36081,36007,36063,36050,36011,36035,36069,36062,36025,36076,36039,36096,36022,36074,36034,36051,36014,36009,36088,36010,36047,36053,36016,36036,36073,36070,36094,36057,36026,36056,36005,36079,36042,36029,36001,36080,36043,36006,36085,36041,36078,36027,36064,36020,36099,36072,36045,36091,36066,36077",0.500000,"1,0",0,0,0,27,0,0.000000,"0,0",8.000000,"7,9",0.000000,"0,0",0.000000,"0,0",11.000000,"13,9",5003,11.500000,0.500000,"0,1",11.500000,"12.000000,11.000000",7.500000,"8,7",369,0.000000,"0,0"
370,37099,2,1,36051.597015,"36011,36073,36088,36009,36067,36052,36056,36027,36064,36098,36069,36038,36001,36080,36077,36091,36057,36068,36034,36041,36078,36085,36006,36043,36079,36082,36003,36045,36096,36060,36097,36029,36066,36049,36070,36053,36016,36072,36010,36047,36014,36020,36099,36042,36076,36050,36013,36092,36044,36081,36007,36035,36058,36025,36036,36062,36065,36023,36100,36063,36026,36046,36051,36094,36005,36004,36039",1.000000,"1,1",0,0,0,28,0,0.000000,"0,0",4.500000,"2,7",4.500000,"5,4",0.000000,"0,0",0.500000,"1,0",4960,4.000000,1.000000,"1,1",4.000000,"3.000000,5.000000",5.500000,"5,6",369,0.000000,"0,0"
370,37098,4,1,36050.768116,"36039,36065,36024,36005,36022,36062,36046,36010,36011,36073,36100,36004,36056,36097,36060,36023,36085,36006,36067,36052,36070,36016,36053,36068,36014,36051,36050,36013,36092,36020,36099,36057,36094,36043,36063,36034,36076,36027,36064,36047,36029,36066,36049,36078,36041,36081,36044,36007,36091,36079,36042,36098,36038,36080,36001,36072,36035,36069,36088,36009,36077,36096,36003,36082,36045,36058,36025,36026,36036",1.000000,"1,1",0,0,0,26,0,11.000000,"12,10",0.000000,"0,0",0.000000,"0,0",8.500000,"6,11",0.000000,"0,0",5267,10.000000,3.500000,"2,5",10.000000,"8.000000,12.000000",9.500000,"10,9",369,0.000000,"0,0"
