update,ID,Simple_numOffspring,alive,ancestors_AVE,ancestors_LIST,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST
860,86100,8,1,85054.970588,"85060,85032,85062,85025,85059,85077,85064,85067,85068,85069,85073,85036,85085,85006,85048,85018,85097,85023,85047,85084,85005,85042,85079,85090,85052,85089,85057,85094,85066,85056,85019,85098,85050,85087,85008,85039,85002,85076,85082,85001,85080,85074,85088,85093,85014,85065,85028,85029,85033,85058,85095,85016,85044,85034,85055,85092,85091,85021,85100,85078,85041,85027,85053,85040,85037,85070,85083,85007",2.000000,"2,2",0,0,0,23,0,0.000000,"0,0",0.000000,"0,0",14.500000,"11,18",0.000000,"0,0",5.000000,"4,6",5147,12.500000,6.000000,"12,0",12.500000,"8.000000,17.000000",7.000000,"7,7",859,0.000000,"0,0"
860,86099,5,1,85056.059701,"85068,85040,85053,85039,85027,85067,85025,85079,85076,85002,85050,85036,85073,85044,85100,85032,85069,85028,85065,85064,85082,85080,85001,85062,85034,85092,85018,85097,85055,85083,85029,85066,85014,85093,85056,85019,85098,85090,85016,85095,85058,85060,85023,85042,85088,85091,85074,85077,85052,85089,85033,85005,85084,85047,85078,85041,85094,85057,85048,85085,85006,85059,85087,85008,85070,85037,85046",9.000000,"10,8",0,0,0,23,0,9.000000,"10,8",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5609,9.000000,12.500000,"5,20",9.000000,"10.000000,8.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86003,3,1,85054.840580,"85068,85070,85025,85058,85091,85048,85085,85006,85082,85065,85028,85067,85052,85089,85059,85098,85019,85090,85053,85023,85060,85027,85066,85029,85083,85046,85055,85092,85069,85032,85074,85076,85002,85039,85088,85014,85093,85056,85062,85016,85095,85080,85001,85097,85018,85033,85057,85094,85047,85073,85036,85084,85005,85079,85034,85050,85008,85087,85100,85021,85044,85041,85078,85064,85007,85037,85077,85040,85042",1.000000,"1,1",1,0,0,18,0,0.500000,"1,0",4.500000,"5,4",0.000000,"0,0",0.000000,"0,0",2.500000,"3,2",5930,3.500000,2.000000,"2,2",3.500000,"2.000000,5.000000",4.000000,"7,1",859,0.000000,"0,0"
860,86004,5,1,85054.840580,"85067,85074,85040,85068,85025,85100,85021,85047,85084,85005,85057,85094,85077,85079,85034,85018,85097,85050,85087,85008,85039,85076,85002,85023,85060,85069,85052,85089,85064,85098,85019,85036,85073,85056,85093,85014,85088,85090,85053,85016,85095,85058,85055,85092,85083,85066,85029,85007,85044,85065,85028,85082,85048,85062,85059,85032,85091,85041,85078,85033,85085,85006,85080,85001,85037,85070,85042,85027,85046",2.000000,"1,3",0,0,0,25,0,0.000000,"0,0",0.000000,"0,0",12.000000,"8,16",0.000000,"0,0",5.000000,"6,4",5323,9.500000,8.500000,"15,2",9.500000,"6.000000,13.000000",7.500000,"8,7",859,0.000000,"0,0"
860,86005,3,1,85054.617647,"85025,85067,85068,85007,85037,85040,85079,85076,85002,85050,85036,85073,85044,85021,85100,85032,85069,85028,85065,85064,85082,85080,85001,85062,85034,85092,85018,85097,85055,85083,85029,85066,85014,85093,85056,85019,85098,85090,85016,85095,85058,85060,85023,85042,85088,85091,85074,85077,85052,85089,85033,85005,85084,85047,85078,85041,85094,85057,85048,85085,85006,85059,85087,85008,85027,85053,85046,85039",1.000000,"1,1",0,0,0,24,0,0.000000,"0,0",9.500000,"11,8",0.000000,"0,0",0.000000,"0,0",11.500000,"9,14",5297,9.500000,3.500000,"5,2",9.500000,"10.000000,9.000000",11.500000,"10,13",859,0.000000,"0,0"
860,86006,2,1,85054.970588,"85027,85070,85079,85025,85068,85032,85069,85028,85065,85064,85052,85089,85033,85058,85095,85016,85098,85019,85014,85093,85073,85002,85076,85039,85056,85050,85042,85040,85077,85074,85037,85007,85090,85053,85083,85092,85055,85018,85097,85023,85034,85044,85021,85100,85060,85088,85091,85005,85084,85047,85078,85041,85094,85057,85036,85048,85085,85006,85059,85087,85008,85082,85080,85001,85062,85029,85066,85067",1.000000,"1,1",0,0,0,29,0,0.000000,"0,0",0.000000,"0,0",0.500000,"0,1",0.500000,"1,0",0.000000,"0,0",5410,1.000000,0.000000,"0,0",1.000000,"1.000000,1.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86007,4,1,85056.059701,"85025,85068,85067,85070,85053,85047,85084,85005,85079,85042,85044,85029,85066,85100,85001,85080,85027,85064,85018,85097,85023,85073,85036,85088,85037,85062,85040,85006,85085,85052,85089,85034,85048,85082,85008,85087,85050,85058,85095,85016,85090,85094,85057,85060,85091,85074,85033,85055,85041,85078,85076,85039,85014,85093,85056,85019,85098,85059,85077,85028,85065,85083,85046,85032,85069,85002,85092",1.000000,"1,1",0,0,0,24,0,0.000000,"0,0",0.000000,"0,0",5.500000,"6,5",0.000000,"0,0",3.500000,"3,4",5394,4.000000,5.000000,"5,5",4.000000,"3.000000,5.000000",5.000000,"6,4",859,0.000000,"0,0"
860,86008,2,1,85056.059701,"85027,85053,85025,85068,85067,85062,85059,85082,85008,85087,85050,85041,85078,85098,85019,85093,85014,85056,85033,85070,85077,85040,85088,85002,85076,85039,85089,85052,85005,85084,85042,85079,85016,85095,85023,85060,85097,85018,85058,85092,85055,85032,85069,85074,85037,85034,85046,85029,85066,85028,85065,85006,85085,85048,85047,85001,85080,85044,85100,85091,85094,85057,85090,85036,85073,85083,85064",6.000000,"7,5",0,0,0,20,0,6.000000,"7,5",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5286,6.000000,13.500000,"19,8",6.000000,"7.000000,5.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86009,2,1,85054.840580,"85027,85100,85021,85047,85084,85005,85057,85094,85077,85052,85034,85039,85076,85023,85097,85018,85050,85087,85008,85095,85016,85068,85025,85079,85042,85067,85064,85069,85046,85074,85073,85036,85093,85014,85056,85019,85098,85090,85053,85088,85058,85055,85092,85083,85066,85029,85007,85044,85065,85028,85082,85048,85062,85059,85032,85091,85041,85078,85033,85085,85006,85080,85001,85060,85040,85070,85002,85089,85037",1.000000,"1,1",0,0,0,26,0,0.000000,"0,0",12.000000,"19,5",0.000000,"0,0",0.000000,"0,0",8.000000,"9,7",5198,11.500000,2.000000,"3,1",11.500000,"17.000000,6.000000",8.500000,"11,6",859,0.000000,"0,0"
860,86098,1,1,85056.812500,"85080,85001,85083,85046,85059,85055,85018,85097,85092,85058,85088,85014,85093,85041,85078,85033,85070,85087,85008,85089,85032,85023,85060,85057,85094,85066,85029,85040,85062,85028,85065,85064,85047,85084,85073,85056,85019,85098,85069,85077,85076,85042,85082,85100,85037,85074,85044,85091,85052,85090,85095,85016,85048,85006,85085,85034,85050,85067,85025,85027,85068,85002,85039,85053",4.000000,"8,0",1,0,0,25,0,4.000000,"8,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5675,4.000000,5.000000,"10,0",4.000000,"8.000000,0.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86011,4,1,85056.059701,"85025,85068,85067,85100,85044,85032,85069,85028,85065,85002,85076,85052,85089,85033,85058,85095,85016,85098,85019,85040,85077,85042,85050,85037,85073,85093,85014,85056,85090,85053,85064,85027,85083,85092,85055,85018,85097,85023,85034,85060,85088,85091,85084,85005,85047,85078,85041,85094,85057,85036,85048,85085,85006,85059,85087,85008,85082,85080,85001,85062,85029,85066,85039,85079,85070,85074,85046",2.000000,"2,2",0,0,0,32,0,0.000000,"0,0",0.500000,"0,1",16.000000,"12,20",0.000000,"0,0",5.500000,"4,7",5367,13.000000,10.000000,"15,5",13.000000,"10.000000,16.000000",9.000000,"6,12",859,0.000000,"0,0"
860,86097,5,1,85054.617647,"85068,85067,85025,85040,85037,85100,85021,85047,85084,85005,85057,85094,85077,85079,85034,85018,85097,85050,85087,85008,85039,85076,85002,85023,85060,85069,85052,85089,85064,85098,85019,85036,85073,85056,85093,85014,85088,85090,85053,85016,85095,85058,85055,85092,85083,85066,85029,85007,85044,85065,85028,85082,85048,85062,85059,85032,85091,85041,85078,85033,85085,85006,85080,85001,85027,85074,85046,85042",1.000000,"1,1",0,0,0,25,0,10.000000,"13,7",0.000000,"0,0",0.000000,"0,0",11.000000,"8,14",0.000000,"0,0",5387,11.000000,2.000000,"1,3",11.000000,"12.000000,10.000000",10.000000,"9,11",859,0.000000,"0,0"
860,86013,1,1,85056.187500,"85053,85027,85062,85059,85082,85008,85087,85050,85041,85078,85098,85019,85093,85014,85056,85033,85070,85077,85040,85088,85002,85076,85039,85089,85052,85005,85084,85042,85079,85016,85095,85023,85060,85097,85018,85058,85092,85055,85032,85069,85074,85037,85034,85046,85029,85066,85028,85065,85006,85085,85048,85047,85001,85080,85044,85100,85091,85094,85057,85090,85036,85073,85083,85064",2.000000,"3,1",0,0,0,29,0,3.500000,"1,6",0.500000,"0,1",0.000000,"0,0",9.000000,"6,12",0.000000,"0,0",5268,6.500000,10.500000,"13,8",6.500000,"5.000000,8.000000",6.500000,"2,11",859,0.000000,"0,0"
860,86014,3,1,85056.059701,"85025,85068,85100,85044,85032,85069,85028,85065,85064,85002,85076,85052,85089,85033,85058,85095,85016,85090,85098,85019,85050,85037,85074,85073,85042,85040,85077,85083,85092,85055,85018,85097,85060,85023,85034,85014,85093,85056,85088,85091,85084,85005,85047,85078,85041,85094,85057,85036,85048,85085,85006,85059,85087,85008,85082,85080,85001,85062,85029,85066,85079,85070,85027,85046,85039,85053,85067",1.000000,"1,1",0,0,0,29,0,0.000000,"0,0",0.500000,"0,1",5.000000,"8,2",0.000000,"0,0",5.500000,"11,0",5239,5.000000,14.500000,"11,18",5.000000,"8.000000,2.000000",6.000000,"11,1",859,0.000000,"0,0"
860,86015,3,1,85056.059701,"85046,85039,85023,85060,85019,85098,85056,85093,85014,85028,85065,85082,85006,85085,85048,85037,85080,85001,85044,85047,85084,85005,85059,85079,85042,85025,85062,85078,85092,85058,85068,85034,85067,85032,85069,85089,85052,85088,85083,85064,85077,85008,85087,85050,85066,85029,85100,85041,85091,85094,85057,85090,85036,85073,85076,85033,85070,85055,85097,85018,85016,85095,85027,85053,85040,85074,85002",7.000000,"5,9",0,0,0,24,0,7.000000,"5,9",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5366,7.000000,5.500000,"1,10",7.000000,"5.000000,9.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86016,6,1,85054.617647,"85046,85089,85025,85068,85067,85069,85060,85057,85094,85029,85066,85032,85087,85008,85050,85033,85062,85059,85076,85002,85082,85078,85041,85037,85088,85091,85077,85040,85084,85005,85090,85016,85095,85042,85079,85083,85092,85055,85098,85019,85044,85058,85023,85047,85001,85080,85097,85018,85052,85034,85036,85073,85064,85056,85093,85014,85048,85028,85065,85085,85006,85074,85027,85007,85100,85021,85053,85039",13.500000,"10,17",0,1,0,35,0,0.000000,"0,0",13.500000,"10,17",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5177,13.500000,1.500000,"3,0",13.500000,"10.000000,17.000000",0.000000,"0,0",859,0.000000,"0,0"
860,86096,2,1,85055.089552,"85070,85040,85067,85037,85100,85021,85047,85084,85005,85057,85094,85077,85079,85034,85018,85097,85050,85087,85008,85039,85076,85002,85023,85060,85069,85052,85089,85064,85098,85019,85036,85073,85056,85093,85014,85088,85090,85053,85016,85095,85058,85055,85092,85083,85066,85029,85007,85044,85065,85028,85082,85048,85062,85059,85032,85091,85041,85078,85033,85085,85006,85080,85001,85027,85074,85046,85042",3.000000,"4,2",0,1,0,35,0,3.000000,"0,6",0.000000,"0,0",0.000000,"0,0",9.000000,"4,14",0.000000,"0,0",5209,8.500000,11.500000,"21,2",8.500000,"4.000000,13.000000",3.500000,"0,7",859,0.000000,"0,0"
860,86018,2,1,85055.338235,"85002,85027,85053,85007,85067,85098,85019,85056,85093,85014,85076,85039,85068,85082,85065,85028,85025,85062,85033,85059,85016,85095,85029,85066,85032,85083,85094,85097,85018,85060,85055,85092,85037,85088,85040,85006,85085,85036,85073,85048,85058,85050,85008,85087,85064,85047,85091,85077,85074,85078,85041,85001,85080,85052,85034,85090,85057,85042,85084,85005,85079,85023,85044,85100,85089,85070,85046,85069",5.000000,"1,9",0,0,0,26,0,5.000000,"1,9",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5436,5.000000,42.000000,"36,48",5.000000,"1.000000,9.000000",0.000000,"0,0",859,0.000000,"0,0"
