ID,Simple_numOffspring,alive,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST,snapshotAncestors_LIST,update
42001,1,1,8.000000,"6,10",22,31,0,6333,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",8.000000,"6,10",0.000000,"0,0",2123,8.000000,14.500000,"23,6",8.000000,"6.000000,10.000000",0.000000,"0,0",419,0.000000,"0,0","41026",420
42002,3,1,0.000000,"0,0",25,33,0,7794,0,5.500000,"7,4",3.000000,"3,3",3.000000,"4,2",0.500000,"0,1",5.000000,"6,4",2756,5.000000,11.500000,"13,10",5.000000,"5.000000,5.000000",12.000000,"15,9",419,4.500000,"0,9","41022",420
42003,0,1,4.000000,"5,3",22,31,0,6325,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.000000,"5,3",0.000000,"0,0",2123,4.000000,4.000000,"8,0",4.000000,"5.000000,3.000000",0.000000,"0,0",419,0.000000,"0,0","41026",420
42004,1,1,0.000000,"0,0",25,33,0,7782,0,7.000000,"7,7",6.500000,"9,4",1.500000,"3,0",0.000000,"0,0",4.000000,"4,4",2756,7.000000,11.500000,"7,16",7.000000,"8.000000,6.000000",12.000000,"15,9",419,2.500000,"2,3","41022",420
42005,0,1,0.000000,"0,0",25,34,0,7796,0,5.000000,"6,4",9.000000,"8,10",2.000000,"2,2",0.000000,"0,0",6.000000,"5,7",2456,5.500000,9.000000,"9,9",5.500000,"6.000000,5.000000",16.500000,"15,18",419,1.000000,"0,2","41022",420
42006,1,1,0.000000,"0,0",25,33,0,7784,0,8.000000,"9,7",6.500000,"4,9",3.000000,"4,2",0.500000,"1,0",7.000000,"8,6",2756,6.500000,7.000000,"5,9",6.500000,"4.000000,9.000000",18.500000,"22,15",419,1.500000,"3,0","41022",420
42007,2,1,9.000000,"5,13",24,32,0,6302,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",9.000000,"5,13",0.000000,"0,0",2824,9.000000,5.500000,"7,4",9.000000,"5.000000,13.000000",0.000000,"0,0",419,2.500000,"0,5","41048",420
42008,0,1,5.000000,"2,8",24,32,0,6315,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5.000000,"2,8",0.000000,"0,0",2824,5.000000,8.000000,"7,9",5.000000,"2.000000,8.000000",0.000000,"0,0",419,2.500000,"5,0","41048",420
42009,0,1,0.000000,"0,0",25,33,0,7815,0,5.000000,"7,3",7.000000,"7,7",2.500000,"3,2",0.000000,"0,0",6.000000,"5,7",2756,5.500000,12.000000,"10,14",5.500000,"5.000000,6.000000",15.000000,"17,13",419,0.000000,"0,0","41022",420
42010,0,1,0.000000,"0,0",25,33,0,7782,0,4.500000,"3,6",7.000000,"8,6",3.000000,"4,2",0.000000,"0,0",4.000000,"5,3",2756,5.500000,12.500000,"12,13",5.500000,"6.000000,5.000000",13.000000,"14,12",419,0.000000,"0,0","41022",420
42011,2,1,0.000000,"0,0",25,33,0,7788,0,8.000000,"8,8",4.000000,"4,4",6.000000,"7,5",0.000000,"0,0",5.000000,"6,4",2756,2.500000,6.500000,"8,5",2.500000,"4.000000,1.000000",20.500000,"21,20",419,1.500000,"0,3","41022",420
42012,1,1,0.000000,"0,0",25,33,0,7785,0,5.000000,"4,6",8.500000,"8,9",3.500000,"3,4",0.000000,"0,0",8.500000,"10,7",2756,7.500000,7.500000,"9,6",7.500000,"8.000000,7.000000",18.000000,"17,19",419,0.000000,"0,0","41022",420
42013,0,1,0.000000,"0,0",25,33,0,7799,0,3.500000,"4,3",2.500000,"3,2",4.500000,"3,6",0.000000,"0,0",5.500000,"3,8",2756,6.000000,4.000000,"4,4",6.000000,"6.000000,6.000000",10.000000,"7,13",419,9.000000,"10,8","41022",420
42014,1,1,0.000000,"0,0",25,34,0,7780,0,3.000000,"5,1",5.500000,"5,6",3.500000,"3,4",0.500000,"0,1",5.500000,"6,5",2437,6.500000,10.500000,"14,7",6.500000,"7.000000,6.000000",11.500000,"12,11",419,4.000000,"0,8","41022",420
42015,0,1,0.000000,"0,0",23,33,0,7742,0,5.500000,"9,2",8.000000,"7,9",3.000000,"1,5",0.000000,"0,0",4.000000,"2,6",2218,5.000000,7.000000,"7,7",5.000000,"5.000000,5.000000",15.500000,"14,17",419,5.000000,"5,5","41029",420
42016,0,1,0.000000,"0,0",23,33,0,7729,0,2.500000,"2,3",5.000000,"5,5",3.000000,"4,2",0.000000,"0,0",4.500000,"2,7",2218,3.000000,14.500000,"19,10",3.000000,"2.000000,4.000000",12.000000,"11,13",419,3.500000,"1,6","41029",420
42017,1,1,5.000000,"3,7",24,32,0,6267,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5.000000,"3,7",0.000000,"0,0",2222,5.000000,2.000000,"1,3",5.000000,"3.000000,7.000000",0.000000,"0,0",419,0.000000,"0,0","41090",420
