ID,Simple_numOffspring,alive,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST,snapshotAncestors_LIST,update
51001,1,1,5.500000,"4,7",24,34,0,7242,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5.500000,"4,7",0.000000,"0,0",1793,5.500000,8.000000,"10,6",5.500000,"4.000000,7.000000",0.000000,"0,0",509,0.000000,"0,0","50067",510
51002,6,1,0.000000,"0,0",32,37,0,8890,0,5.500000,"2,9",4.000000,"5,3",6.000000,"7,5",2.000000,"2,2",5.000000,"4,6",3659,7.500000,7.500000,"7,8",7.500000,"4.000000,11.000000",15.000000,"16,14",509,3.000000,"6,0","50020",510
51003,1,1,7.500000,"9,6",43,40,0,9294,0,0.000000,"0,0",0.000000,"0,0",7.500000,"9,6",0.000000,"0,0",0.000000,"0,0",5015,7.500000,21.500000,"40,3",7.500000,"9.000000,6.000000",0.000000,"0,0",509,0.000000,"0,0","50019",510
51004,3,1,4.500000,"3,6",24,34,0,7243,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.500000,"3,6",0.000000,"0,0",2007,4.500000,8.000000,"12,4",4.500000,"3.000000,6.000000",0.000000,"0,0",509,1.500000,"0,3","50067",510
51005,0,1,4.000000,"7,1",23,32,0,7249,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.000000,"7,1",0.000000,"0,0",1991,4.000000,8.000000,"14,2",4.000000,"7.000000,1.000000",0.000000,"0,0",509,2.000000,"0,4","50004",510
51006,2,1,9.000000,"7,11",39,39,0,9265,0,0.000000,"0,0",0.000000,"0,0",9.000000,"7,11",0.000000,"0,0",0.000000,"0,0",4242,9.000000,3.000000,"0,6",9.000000,"7.000000,11.000000",0.000000,"0,0",509,0.000000,"0,0","50012",510
51007,1,1,0.000000,"0,0",32,37,0,8905,0,6.000000,"8,4",4.500000,"6,3",1.000000,"2,0",0.500000,"1,0",5.500000,"9,2",3718,6.000000,10.500000,"7,14",6.000000,"9.000000,3.000000",11.500000,"17,6",509,4.500000,"0,9","50069",510
51008,0,1,5.000000,"7,3",41,41,0,9445,0,0.000000,"0,0",0.000000,"0,0",5.000000,"7,3",0.000000,"0,0",0.000000,"0,0",4415,5.000000,0.000000,"0,0",5.000000,"7.000000,3.000000",0.000000,"0,0",509,0.000000,"0,0","50081",510
51009,1,1,6.500000,"5,8",24,33,0,7240,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",6.500000,"5,8",0.000000,"0,0",2283,6.500000,3.500000,"4,3",6.500000,"5.000000,8.000000",0.000000,"0,0",509,0.000000,"0,0","50067",510
51010,2,1,6.500000,"8,5",23,32,0,7245,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",6.500000,"8,5",0.000000,"0,0",1991,6.500000,3.000000,"2,4",6.500000,"8.000000,5.000000",0.000000,"0,0",509,2.000000,"0,4","50085",510
51011,0,1,0.000000,"0,0",33,37,0,8897,0,9.000000,"6,12",4.500000,"6,3",3.000000,"2,4",0.000000,"0,0",6.500000,"8,5",3886,8.000000,10.500000,"11,10",8.000000,"3.000000,13.000000",15.000000,"19,11",509,0.000000,"0,0","50020",510
51012,0,1,6.000000,"2,10",24,32,0,7221,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",6.000000,"2,10",0.000000,"0,0",2358,6.000000,4.500000,"0,9",6.000000,"2.000000,10.000000",0.000000,"0,0",509,0.000000,"0,0","50047",510
51013,1,1,0.000000,"0,0",33,37,0,8920,0,7.500000,"6,9",3.500000,"6,1",0.500000,"1,0",0.500000,"1,0",5.500000,"3,8",3823,5.500000,13.500000,"11,16",5.500000,"5.000000,6.000000",12.000000,"12,12",509,3.000000,"6,0","50069",510
51014,0,1,0.500000,"0,1",39,41,0,9247,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.500000,"0,1",0.000000,"0,0",3526,0.500000,35.500000,"57,14",0.500000,"0.000000,1.000000",0.000000,"0,0",509,0.000000,"0,0","50012",510
51015,1,1,0.000000,"0,0",33,37,0,8907,0,5.000000,"4,6",5.000000,"3,7",3.000000,"2,4",0.000000,"0,0",6.500000,"9,4",4217,4.500000,13.500000,"16,11",4.500000,"4.000000,5.000000",15.000000,"14,16",509,0.000000,"0,0","50069",510
51016,1,1,0.000000,"0,0",33,37,0,8887,0,8.000000,"9,7",6.000000,"7,5",2.500000,"1,4",0.000000,"0,0",8.000000,"6,10",3886,6.500000,7.500000,"9,6",6.500000,"7.000000,6.000000",18.000000,"16,20",509,0.000000,"0,0","50020",510
51017,2,1,0.000000,"0,0",32,37,0,8902,0,7.000000,"6,8",6.500000,"5,8",1.000000,"2,0",0.000000,"0,0",6.000000,"7,5",3718,7.500000,10.000000,"11,9",7.500000,"8.000000,7.000000",13.000000,"12,14",509,0.500000,"0,1","50069",510
51018,0,1,6.000000,"8,4",24,32,0,7243,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",6.000000,"8,4",0.000000,"0,0",2474,6.000000,0.000000,"0,0",6.000000,"8.000000,4.000000",0.000000,"0,0",509,0.000000,"0,0","50085",510
51019,1,1,2.500000,"0,5",41,41,0,9448,0,0.000000,"0,0",0.000000,"0,0",2.500000,"0,5",0.000000,"0,0",0.000000,"0,0",4415,2.500000,20.000000,"0,40",2.500000,"0.000000,5.000000",0.000000,"0,0",509,50.000000,"100,0","50081",510
51020,1,1,0.000000,"0,0",31,37,0,8878,0,4.000000,"1,7",6.500000,"7,6",6.500000,"6,7",0.000000,"0,0",6.500000,"6,7",3189,6.000000,7.000000,"10,4",6.000000,"5.000000,7.000000",17.500000,"15,20",509,0.000000,"0,0","50074",510
51021,0,1,0.000000,"0,0",32,37,0,8878,0,3.000000,"0,6",3.000000,"0,6",0.500000,"0,1",0.500000,"0,1",2.000000,"0,4",3659,3.500000,6.000000,"0,12",3.500000,"0.000000,7.000000",5.500000,"0,11",509,1.500000,"0,3","50020",510
51022,1,1,7.500000,"11,4",41,41,0,9275,0,0.000000,"0,0",0.000000,"0,0",7.500000,"11,4",0.000000,"0,0",0.000000,"0,0",4060,7.500000,6.500000,"13,0",7.500000,"11.000000,4.000000",0.000000,"0,0",509,0.000000,"0,0","50027",510
51023,1,1,2.500000,"3,2",26,32,0,7263,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",2.500000,"3,2",0.000000,"0,0",3199,2.500000,7.500000,"6,9",2.500000,"3.000000,2.000000",0.000000,"0,0",509,0.000000,"0,0","50036",510
51024,2,1,4.000000,"3,5",23,32,0,7247,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.000000,"3,5",0.000000,"0,0",1991,4.000000,20.000000,"5,35",4.000000,"3.000000,5.000000",0.000000,"0,0",509,0.500000,"0,1","50004",510
51025,0,1,2.500000,"3,2",23,32,0,7245,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",2.500000,"3,2",0.000000,"0,0",1991,2.500000,5.000000,"8,2",2.500000,"3.000000,2.000000",0.000000,"0,0",509,0.000000,"0,0","50004",510
