ID,Simple_numOffspring,alive,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST,snapshotAncestors_LIST,update
12001,2,1,0.000000,"0,0",2,0,0,26,0,1.000000,"1,1",0.000000,"0,0",1.000000,"1,1",0.000000,"0,0",0.000000,"0,0",5250,1.000000,0.500000,"0,1",1.000000,"1.000000,1.000000",1.000000,"1,1",119,0.000000,"0,0","11051,11026,11045,11084,11005,11091,11040,11003,11082,11089,11025,11070,11063,11080,11001,11029,11046,11009,11083,11004,11069,11057,11041,11078,11071,11074,11036,11023,11097,11018,11060,11028,11056,11013,11092,11024,11081,11002,11007,11076,11008,11016,11090,11059,11022,11031,11068,11067,11030,11032,11098,11066",120
12002,3,1,1.000000,"1,1",0,0,0,22,0,1.500000,"2,1",0.000000,"0,0",0.500000,"1,0",0.000000,"0,0",0.000000,"0,0",4802,1.500000,1.000000,"1,1",1.500000,"2.000000,1.000000",0.500000,"1,0",119,0.000000,"0,0","11078,11074,11071,11022,11059,11001,11080,11013,11092,11056,11005,11084,11025,11076,11057,11067,11030,11007,11044,11016,11090,11008,11082,11003,11014,11063,11029,11069,11032,11072,11040,11028,11098,11024,11041,11036,11070,11031,11068,11091,11046,11004,11083,11009,11023,11060,11018,11097,11089,11066,11002,11081",120
12003,3,1,1.000000,"1,1",1,0,0,14,0,0.500000,"1,0",0.000000,"0,0",2.000000,"3,1",0.000000,"0,0",0.000000,"0,0",4848,2.000000,2.000000,"3,1",2.000000,"3.000000,1.000000",0.500000,"1,0",119,0.000000,"0,0","11040,11002,11081,11076,11024,11045,11008,11025,11070,11029,11066,11091,11057,11013,11092,11030,11067,11090,11022,11004,11083,11041,11078,11074,11084,11005,11007,11026,11063,11069,11018,11097,11071,11028,11023,11060,11046,11009,11082,11003,11001,11080,11051,11089,11068,11031,11032,11072,11098,11014,11036,11016,11044,11056,11059",120
12004,1,1,0.500000,"0,1",0,0,0,21,0,0.500000,"1,0",0.000000,"0,0",1.000000,"1,1",0.000000,"0,0",0.000000,"0,0",4608,1.000000,0.500000,"0,1",1.000000,"1.000000,1.000000",0.500000,"1,0",119,0.000000,"0,0","11066,11091,11012,11001,11080,11071,11016,11090,11028,11092,11013,11041,11029,11074,11040,11082,11003,11007,11081,11002,11005,11084,11056,11063,11026,11024,11098,11069,11032,11030,11067,11089,11036,11070,11031,11051,11076,11025,11045,11008,11057,11022,11059,11023,11018,11097,11060,11004,11083,11009,11046,11068,11078",120
12005,3,1,1.000000,"1,1",0,0,0,19,0,1.500000,"2,1",0.000000,"0,0",2.000000,"1,3",0.000000,"0,0",0.000000,"0,0",4311,2.000000,0.500000,"0,1",2.000000,"2.000000,2.000000",1.500000,"1,2",119,0.000000,"0,0","11036,11044,11014,11030,11067,11005,11084,11003,11082,11040,11025,11080,11001,11070,11057,11012,11091,11071,11081,11002,11007,11041,11016,11090,11056,11031,11068,11029,11066,11008,11076,11022,11059,11063,11032,11069,11060,11023,11028,11098,11024,11089,11046,11009,11004,11083,11097,11018,11092,11013,11072,11026,11045,11051,11078,11074",120
12006,0,1,1.000000,"1,1",0,0,0,22,0,2.000000,"3,1",0.000000,"0,0",0.500000,"1,0",0.000000,"0,0",0.000000,"0,0",4652,1.500000,8.500000,"16,1",1.500000,"2.000000,1.000000",1.000000,"2,0",119,0.000000,"0,0","11032,11098,11045,11026,11059,11090,11016,11084,11005,11012,11091,11040,11082,11003,11089,11025,11070,11063,11080,11001,11029,11046,11009,11004,11083,11069,11057,11028,11074,11023,11060,11097,11018,11056,11092,11013,11024,11008,11076,11002,11081,11007,11071,11041,11078,11022,11031,11068,11067,11030,11066,11036,11051",120
12007,0,1,1.000000,"1,1",0,0,0,30,0,0.500000,"1,0",0.500000,"0,1",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4576,1.000000,0.000000,"0,0",1.000000,"1.000000,1.000000",0.000000,"0,0",119,0.000000,"0,0","11078,11074,11071,11069,11001,11080,11002,11081,11076,11008,11041,11024,11063,11057,11003,11082,11040,11030,11067,11007,11044,11090,11016,11022,11059,11025,11029,11097,11018,11083,11004,11092,11013,11028,11014,11051,11031,11068,11070,11091,11012,11009,11046,11023,11060,11089,11036,11084,11005,11056,11045,11026,11066,11032,11098",120
12008,2,1,1.000000,"1,1",1,0,0,23,0,0.500000,"1,0",0.500000,"0,1",1.500000,"3,0",0.000000,"0,0",0.000000,"0,0",5123,2.000000,0.500000,"0,1",2.000000,"3.000000,1.000000",0.500000,"1,0",119,0.000000,"0,0","11078,11093,11076,11025,11032,11069,11081,11002,11007,11084,11005,11071,11031,11068,11008,11082,11003,11040,11091,11012,11074,11059,11036,11029,11063,11030,11067,11090,11016,11092,11013,11024,11019,11098,11041,11004,11083,11046,11009,11023,11060,11089,11028,11080,11001,11022,11057,11056,11070,11097,11018,11072,11066,11051",120
12009,4,1,1.000000,"1,1",0,0,0,22,0,1.500000,"1,2",4.500000,"3,6",0.000000,"0,0",0.000000,"0,0",0.500000,"0,1",4704,5.000000,8.000000,"3,13",5.000000,"3.000000,7.000000",1.500000,"1,2",119,0.000000,"0,0","11066,11072,11026,11045,11024,11098,11019,11069,11032,11057,11001,11080,11081,11002,11007,11084,11005,11029,11076,11025,11008,11082,11003,11059,11056,11093,11016,11051,11074,11091,11012,11036,11089,11004,11083,11041,11078,11046,11009,11040,11067,11030,11070,11031,11068,11023,11060,11090,11022,11097,11018,11013,11092,11071,11063,11028",120
12010,1,1,0.500000,"0,1",0,0,0,25,0,0.500000,"0,1",0.000000,"0,0",1.000000,"0,2",0.000000,"0,0",0.000000,"0,0",4596,0.500000,0.500000,"0,1",0.500000,"0.000000,1.000000",1.000000,"0,2",119,0.000000,"0,0","11066,11032,11098,11031,11013,11092,11018,11097,11069,11057,11091,11012,11024,11028,11074,11030,11067,11090,11016,11063,11029,11008,11025,11036,11070,11076,11002,11081,11005,11084,11056,11044,11007,11041,11082,11003,11040,11089,11023,11060,11014,11051,11068,11080,11001,11071,11059,11022,11046,11009,11083,11004,11078",120
