ID,Simple_numOffspring,alive,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST,snapshotAncestors_LIST,update
39001,0,1,0.000000,"0,0",0,0,0,25,0,0.000000,"0,0",2.500000,"5,0",3.500000,"6,1",0.500000,"0,1",0.500000,"1,0",5371,2.500000,11.000000,"3,19",2.500000,"4.000000,1.000000",4.500000,"8,1",389,0.000000,"0,0","38027,38068,38075,38030,38076,38039,38062,38006,38100,38021,38058,38086,38007,38049,38066,38052,38015,38094,38034,38051,38069,38048,38057,38020,38070,38028,38005,38079,38050,38087,38013,38031,38082,38003,38024,38059,38017,38096,38022,38040,38077,38081,38044,38047,38089,38010,38080,38074,38037,38018,38025,38093,38036,38073,38063,38046,38072,38038,38098,38019,38012,38091,38054,38016,38090,38067,38043,38035",390
39002,2,1,0.500000,"0,1",0,0,0,25,0,6.500000,"0,13",0.000000,"0,0",0.500000,"1,0",6.000000,"1,11",0.000000,"0,0",5340,6.500000,22.000000,"40,4",6.500000,"1.000000,12.000000",6.500000,"1,12",389,0.000000,"0,0","38067,38043,38093,38038,38075,38068,38051,38082,38003,38063,38100,38021,38006,38080,38005,38079,38028,38077,38044,38081,38035,38072,38050,38025,38036,38073,38016,38090,38066,38057,38094,38015,38052,38018,38059,38022,38096,38017,38054,38007,38086,38049,38013,38087,38030,38012,38091,38040,38019,38098,38024,38046,38034,38069,38074,38070,38058,38048,38047,38010,38089,38020,38027,38037,38031",390
39003,0,1,4.500000,"1,8",0,0,0,18,0,0.000000,"0,0",0.000000,"0,0",0.500000,"1,0",0.000000,"0,0",4.000000,"0,8",5134,4.500000,1.000000,"1,1",4.500000,"1.000000,8.000000",0.000000,"0,0",389,0.000000,"0,0","38027,38031,38076,38039,38062,38067,38043,38028,38030,38068,38051,38018,38048,38074,38037,38094,38015,38020,38052,38082,38003,38005,38079,38017,38096,38054,38050,38013,38087,38070,38022,38059,38075,38038,38072,38046,38080,38006,38077,38040,38066,38016,38090,38034,38044,38081,38047,38089,38010,38098,38019,38025,38069,38063,38012,38091,38007,38086,38100,38021,38073,38036,38057,38093,38035,38049,38024,38058",390
39004,3,1,1.000000,"1,1",0,0,0,25,0,3.500000,"4,3",0.000000,"0,0",0.000000,"0,0",8.500000,"9,8",0.500000,"0,1",5068,5.500000,12.500000,"2,23",5.500000,"5.000000,6.000000",7.000000,"8,6",389,0.000000,"0,0","38043,38073,38067,38039,38048,38036,38050,38087,38013,38052,38035,38072,38003,38082,38040,38077,38074,38037,38005,38079,38028,38025,38090,38016,38058,38024,38093,38022,38096,38017,38059,38075,38038,38030,38046,38063,38066,38051,38034,38001,38080,38006,38054,38031,38018,38070,38019,38098,38015,38094,38089,38010,38047,38081,38044,38100,38021,38007,38086,38091,38012,38068,38069,38027,38020",390
39005,2,1,0.500000,"1,0",0,0,0,32,0,0.000000,"0,0",0.500000,"1,0",2.000000,"0,4",1.000000,"0,2",1.000000,"0,2",5325,2.500000,8.500000,"14,3",2.500000,"1.000000,4.000000",2.000000,"0,4",389,3.000000,"0,6","38068,38075,38030,38043,38067,38038,38005,38079,38027,38093,38050,38087,38013,38010,38089,38047,38082,38003,38048,38020,38094,38015,38052,38066,38051,38025,38072,38035,38031,38059,38017,38096,38022,38016,38090,38086,38007,38012,38091,38063,38044,38081,38080,38006,38046,38034,38069,38040,38077,38036,38070,38019,38098,38028,38058,38100,38021,38018,38037,38074,38054,38073,38024",390
39006,2,1,1.000000,"1,1",0,0,0,24,0,0.000000,"0,0",3.500000,"6,1",4.500000,"9,0",0.000000,"0,0",0.000000,"0,0",5053,5.000000,9.500000,"0,19",5.000000,"9.000000,1.000000",3.000000,"6,0",389,0.000000,"0,0","38024,38073,38037,38074,38031,38068,38034,38035,38040,38077,38017,38096,38025,38028,38036,38048,38051,38005,38079,38058,38006,38080,38046,38075,38038,38022,38059,38093,38069,38047,38030,38090,38016,38027,38020,38094,38015,38052,38003,38082,38018,38070,38019,38098,38089,38010,38081,38044,38063,38100,38021,38087,38050,38013,38007,38086,38091,38012,38054,38072,38066",390
39007,2,1,1.000000,"2,0",0,0,0,30,0,0.000000,"0,0",5.000000,"3,7",0.000000,"0,0",0.000000,"0,0",8.000000,"9,7",5222,6.500000,0.500000,"1,0",6.500000,"7.000000,6.000000",6.500000,"5,8",389,0.000000,"0,0","38040,38070,38006,38080,38074,38037,38087,38050,38013,38047,38010,38089,38005,38079,38028,38090,38031,38022,38096,38059,38027,38019,38098,38020,38057,38069,38018,38021,38100,38058,38012,38091,38049,38036,38073,38024,38063,38038,38077,38044,38086,38007,38081,38051,38066,38046,38048,38034,38052,38072,38035,38015,38094,38025,38054,38003,38082,38030,38075,38016,38043,38067,38093",390
39008,0,1,0.000000,"0,0",0,0,0,30,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5374,0.000000,3.000000,"5,1",0.000000,"0.000000,0.000000",0.000000,"0,0",389,0.000000,"0,0","38027,38043,38067,38058,38054,38051,38034,38015,38094,38052,38086,38007,38069,38035,38072,38024,38098,38019,38025,38073,38036,38082,38003,38018,38040,38077,38020,38093,38047,38010,38089,38005,38044,38081,38037,38074,38059,38022,38096,38017,38090,38016,38012,38091,38063,38080,38046,38021,38100,38038,38028,38087,38013,38050,38031,38048,38079,38006,38066,38070,38075,38068,38030",390
39009,3,1,1.000000,"1,1",0,0,0,25,0,0.000000,"0,0",5.500000,"3,8",0.000000,"0,0",0.500000,"1,0",8.500000,"8,9",5023,7.000000,3.000000,"4,2",7.000000,"6.000000,8.000000",7.500000,"6,9",389,0.000000,"0,0","38058,38013,38050,38087,38070,38036,38025,38098,38019,38090,38051,38015,38094,38089,38010,38052,38046,38006,38080,38047,38074,38031,38063,38100,38021,38066,38027,38069,38049,38086,38007,38057,38020,38059,38022,38081,38044,38030,38038,38075,38077,38040,38005,38079,38012,38091,38018,38048,38003,38082,38028,38034,38068,38054,38017,38096,38067,38043,38073,38016,38093,38024,38037,38035,38072",390
39010,3,1,1.500000,"2,1",1,0,0,26,0,8.500000,"7,10",0.000000,"0,0",0.000000,"0,0",6.500000,"2,11",0.000000,"0,0",5511,8.000000,16.500000,"29,4",8.000000,"6.000000,10.000000",7.000000,"3,11",389,0.000000,"0,0","38035,38067,38043,38100,38021,38063,38034,38019,38098,38024,38001,38080,38075,38038,38081,38044,38047,38010,38089,38013,38087,38050,38036,38073,38046,38086,38007,38012,38091,38006,38093,38058,38051,38070,38031,38048,38030,38016,38090,38052,38015,38094,38020,38018,38069,38005,38054,38040,38077,38082,38003,38074,38037,38028,38022,38096,38017,38059,38025,38072,38049,38027,38057,38066,38079,38068",390
