update,ID,Simple_numOffspring,alive,ancestors_AVE,ancestors_LIST,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST
840,84097,1,1,83048.000000,"83048",5.000000,"4,6",72,64,0,15724,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5.000000,"4,6",0.000000,"0,0",6024,5.000000,6.000000,"9,3",5.000000,"4.000000,6.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84084,1,1,83066.000000,"83066",0.500000,"1,0",43,49,0,12846,0,7.500000,"7,8",4.500000,"2,7",1.500000,"0,3",0.000000,"0,0",6.000000,"3,9",2320,6.500000,12.000000,"20,4",6.500000,"5.000000,8.000000",13.000000,"7,19",839,1.000000,"1,1"
840,84081,1,1,83005.000000,"83005",3.000000,"3,3",60,60,0,13776,0,0.000000,"0,0",0.000000,"0,0",3.000000,"3,3",0.000000,"0,0",0.000000,"0,0",3776,3.000000,18.000000,"36,0",3.000000,"3.000000,3.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84080,1,1,83066.000000,"83066",0.000000,"0,0",43,49,0,12852,0,8.000000,"12,4",3.500000,"3,4",0.500000,"0,1",0.000000,"0,0",8.500000,"9,8",2320,9.000000,11.500000,"7,16",9.000000,"9.000000,9.000000",11.500000,"15,8",839,1.000000,"2,0"
840,84078,1,1,83048.000000,"83048",4.500000,"5,4",72,63,0,15695,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.500000,"5,4",0.000000,"0,0",6501,4.500000,12.500000,"23,2",4.500000,"5.000000,4.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84064,3,1,83064.000000,"83064",0.500000,"0,1",48,52,0,12978,0,4.000000,"4,4",9.000000,"8,10",0.000000,"0,0",0.000000,"0,0",7.000000,"9,5",2506,8.000000,12.000000,"11,13",8.000000,"8.000000,8.000000",12.000000,"13,11",839,0.500000,"1,0"
840,84058,1,1,83062.000000,"83062",8.000000,"9,7",57,62,0,13640,0,0.000000,"0,0",0.000000,"0,0",8.000000,"9,7",0.000000,"0,0",0.000000,"0,0",1877,8.000000,11.000000,"14,8",8.000000,"9.000000,7.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84043,1,1,83066.000000,"83066",0.000000,"0,0",43,49,0,12852,0,4.500000,"4,5",7.500000,"7,8",1.000000,"1,1",0.000000,"0,0",5.000000,"3,7",2320,7.500000,14.000000,"17,11",7.500000,"6.000000,9.000000",10.500000,"9,12",839,0.000000,"0,0"
840,84009,1,1,83062.000000,"83062",3.000000,"2,4",57,62,0,13658,0,0.000000,"0,0",0.000000,"0,0",3.000000,"2,4",0.000000,"0,0",0.000000,"0,0",1877,3.000000,2.500000,"1,4",3.000000,"2.000000,4.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84041,2,1,83033.000000,"83033",4.000000,"7,1",65,60,0,15308,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4.000000,"7,1",0.000000,"0,0",4604,4.000000,3.000000,"6,0",4.000000,"7.000000,1.000000",0.000000,"0,0",839,0.000000,"0,0"
840,84032,2,1,83067.000000,"83067",0.000000,"0,0",45,49,0,13004,0,8.000000,"5,11",6.000000,"5,7",2.500000,"2,3",0.000000,"0,0",7.000000,"7,7",2893,8.000000,8.000000,"11,5",8.000000,"8.000000,8.000000",15.500000,"11,20",839,1.500000,"3,0"
840,84024,3,1,83076.000000,"83076",7.500000,"6,9",71,63,0,15584,0,0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",7.500000,"6,9",0.000000,"0,0",5933,7.500000,4.000000,"5,3",7.500000,"6.000000,9.000000",0.000000,"0,0",839,0.500000,"1,0"
840,84023,1,1,83005.000000,"83005",4.500000,"5,4",60,60,0,13794,0,0.000000,"0,0",0.000000,"0,0",4.500000,"5,4",0.000000,"0,0",0.000000,"0,0",3776,4.500000,4.500000,"4,5",4.500000,"5.000000,4.000000",0.000000,"0,0",839,0.000000,"0,0"
